Month,Date,Day,Sales
April,4/5/23,Tuesday,3978.60
April,4/6/23,Wednesday,9909.37
April,4/7/23,Thursday,9856.32
April,4/8/23,Friday,164.45
April,4/9/23,Saturday,3395.07
April,4/10/23,Sunday,7055.38
April,4/11/23,Monday,7601.78
April,4/12/23,Tuesday,8057.99
April,4/13/23,Wednesday,8668.04
April,4/14/23,Thursday,20306.77
April,4/15/23,Friday,3182.88
April,4/16/23,Saturday,9097.73
April,4/17/23,Sunday,4440.12
April,4/18/23,Monday,24343.73
April,4/19/23,Tuesday,4997.12
April,4/20/23,Wednesday,6965.20
April,4/21/23,Thursday,8498.29
April,4/22/23,Friday,7644.22
April,4/23/23,Saturday,12954.32
April,4/24/23,Sunday,7193.31
April,4/25/23,Monday,6201.31
April,4/26/23,Tuesday,5421.51
April,4/27/23,Wednesday,6461.25
April,4/28/23,Thursday,7352.45
April,4/29/23,Friday,6928.07
April,4/30/23,Saturday,6710.57
May,5/1/23,Sunday,5145.66
May,5/2/23,Monday,5670.83
May,5/3/23,Tuesday,4445.42
May,5/4/23,Wednesday,11728.91
May,5/5/23,Thursday,9564.55
May,5/6/23,Friday,8233.05
May,5/7/23,Saturday,6795.45
May,5/8/23,Sunday,5729.18
May,5/9/23,Monday,8275.49
May,5/10/23,Tuesday,6853.80
May,5/11/23,Wednesday,7787.45
May,5/12/23,Thursday,13113.47
May,5/13/23,Friday,5103.22
May,5/14/23,Saturday,7925.37
May,5/15/23,Sunday,8694.57
May,5/16/23,Monday,5888.33
May,5/17/23,Tuesday,8742.31
May,5/18/23,Wednesday,6885.63
May,5/19/23,Thursday,10169.30
May,5/20/23,Friday,1241.32
May,5/21/23,Saturday,7808.67
May,5/22/23,Sunday,6015.64
May,5/23/23,Monday,5761.01
May,5/24/23,Tuesday,9203.83
May,5/25/23,Wednesday,9548.64
May,5/26/23,Thursday,9447.85
May,5/27/23,Friday,3787.63
May,5/28/23,Saturday,4238.54
May,5/29/23,Sunday,4471.95
May,5/30/23,Monday,9930.59
May,5/31/23,Tuesday,11113.56
June,6/1/23,Wednesday,8026.16
June,6/2/23,Thursday,7373.67
June,6/3/23,Friday,5978.51
June,6/4/23,Saturday,5766.32
June,6/5/23,Sunday,4434.81
June,6/6/23,Monday,4885.72
June,6/7/23,Tuesday,12407.93
June,6/8/23,Wednesday,13925.10
June,6/9/23,Thursday,12376.10
June,6/10/23,Friday,5373.76
June,6/11/23,Saturday,7867.02
June,6/12/23,Sunday,5983.81
June,6/13/23,Monday,8158.78
June,6/14/23,Tuesday,4588.65
June,6/15/23,Wednesday,15702.21
June,6/16/23,Thursday,10598.99
June,6/17/23,Friday,4063.48
June,6/18/23,Saturday,9638.82
June,6/19/23,Sunday,10153.39
June,6/20/23,Monday,8625.60
June,6/21/23,Tuesday,5845.89
June,6/22/23,Wednesday,9978.33
June,6/23/23,Thursday,7007.64
June,6/24/23,Friday,2647.10
June,6/25/23,Saturday,13044.50
June,6/26/23,Sunday,5294.19
June,6/27/23,Monday,9320.53
June,6/28/23,Tuesday,8742.31
June,6/29/23,Wednesday,12588.29
June,6/30/23,Thursday,14338.87
July,7/1/23,Friday,4201.40
July,7/2/23,Saturday,10073.82
July,7/3/23,Sunday,6588.56
July,7/4/23,Monday,8540.73
July,7/5/23,Tuesday,6026.25
July,7/6/23,Wednesday,11766.05
July,7/7/23,Thursday,14020.59
July,7/8/23,Friday,5490.47
July,7/9/23,Saturday,9097.73
July,7/10/23,Sunday,7729.09
July,7/11/23,Monday,9787.36
July,7/12/23,Tuesday,10689.17
July,7/13/23,Wednesday,9421.32
July,7/14/23,Thursday,15214.17
July,7/15/23,Friday,2519.78
July,7/16/23,Saturday,5097.91
July,7/17/23,Sunday,6434.72
July,7/18/23,Monday,10811.18
July,7/19/23,Tuesday,5182.79
July,7/20/23,Wednesday,13813.70
July,7/21/23,Thursday,5193.40
July,7/22/23,Friday,3909.64
July,7/23/23,Saturday,7198.61
July,7/24/23,Sunday,9904.06
July,7/25/23,Monday,11209.04
July,7/26/23,Tuesday,7331.23
July,7/27/23,Wednesday,11511.42
July,7/28/23,Thursday,6753.01
July,7/29/23,Friday,3861.89
July,7/30/23,Saturday,3612.57
July,7/31/23,Sunday,3071.48
August,8/1/23,Monday,9845.71
August,8/2/23,Tuesday,5352.54
August,8/3/23,Wednesday,7453.24
August,8/4/23,Thursday,8402.80
August,8/5/23,Friday,4774.32
August,8/6/23,Saturday,11988.85
August,8/7/23,Sunday,5554.13
August,8/8/23,Monday,3050.26
August,8/9/23,Tuesday,6875.02
August,8/10/23,Wednesday,8206.53
August,8/11/23,Thursday,13145.29
August,8/12/23,Friday,4875.11
August,8/13/23,Saturday,6524.90
August,8/14/23,Sunday,10185.22
August,8/15/23,Monday,3888.42
August,8/16/23,Tuesday,7644.22
August,8/17/23,Wednesday,8042.08
August,8/18/23,Thursday,6365.76
August,8/19/23,Friday,4381.76
August,8/20/23,Saturday,1681.62
August,8/21/23,Sunday,8981.03
August,8/22/23,Monday,5129.74
August,8/23/23,Tuesday,4737.19
August,8/24/23,Wednesday,7463.85
August,8/25/23,Thursday,12880.05
August,8/26/23,Friday,2090.09
August,8/27/23,Saturday,5654.92
August,8/28/23,Sunday,6922.76
August,8/29/23,Monday,7426.72
August,8/30/23,Tuesday,10142.78
August,8/31/23,Wednesday,5835.28
September,9/1/23,Thursday,5384.37
September,9/2/23,Friday,1193.58
September,9/3/23,Saturday,2424.29
September,9/4/23,Sunday,3288.98
September,9/5/23,Monday,17558.89
September,9/6/23,Tuesday,6933.37
September,9/7/23,Wednesday,5527.60
September,9/8/23,Thursday,6890.94
September,9/9/23,Friday,4270.36
September,9/10/23,Saturday,10402.71
September,9/11/23,Sunday,4864.50
September,9/12/23,Monday,2583.44
September,9/13/23,Tuesday,4806.15
September,9/14/23,Wednesday,11458.37
September,9/15/23,Thursday,8683.96
September,9/16/23,Friday,2052.96
September,9/17/23,Saturday,7007.64
September,9/18/23,Sunday,3103.31
September,9/19/23,Monday,5384.37
September,9/20/23,Tuesday,6689.35
September,9/21/23,Wednesday,4116.52
September,9/22/23,Thursday,7463.85
September,9/23/23,Friday,5745.10
September,9/24/23,Saturday,3803.54
September,9/25/23,Sunday,3872.50
September,9/26/23,Monday,2641.79
September,9/27/23,Tuesday,2429.60
September,9/28/23,Wednesday,3458.73
September,9/29/23,Thursday,8296.71
September,9/30/23,Friday,2689.53
October,10/1/23,Saturday,6540.82
October,10/2/23,Sunday,1936.25
October,10/3/23,Monday,12582.99
October,10/4/23,Tuesday,5845.89
October,10/5/23,Wednesday,6137.65
October,10/6/23,Thursday,9522.12
October,10/7/23,Friday,3607.26
October,10/8/23,Saturday,4344.63
October,10/9/23,Sunday,5776.93
October,10/10/23,Monday,6174.79
October,10/11/23,Tuesday,7856.41
October,10/12/23,Wednesday,8031.47
October,10/13/23,Thursday,9819.18
October,10/14/23,Friday,5129.74
October,10/15/23,Saturday,2604.66
October,10/16/23,Sunday,2960.08
October,10/17/23,Monday,7490.38
October,10/18/23,Tuesday,6864.41
October,10/19/23,Wednesday,6503.68
October,10/20/23,Thursday,10126.86
October,10/21/23,Friday,1771.80
October,10/22/23,Saturday,3814.15
October,10/23/23,Sunday,7739.70
October,10/24/23,Monday,2848.68
October,10/25/23,Tuesday,0.00
October,10/26/23,Wednesday,13718.21
October,10/27/23,Thursday,11092.34
October,10/28/23,Friday,3044.96
October,10/29/23,Saturday,6286.19
October,10/30/23,Sunday,5188.09
October,10/31/23,Monday,7654.83
November,11/1/23,Tuesday,9150.78
November,11/2/23,Wednesday,4896.33
November,11/3/23,Thursday,5925.46
November,11/4/23,Friday,7967.81
November,11/5/23,Saturday,8805.97
November,11/6/23,Sunday,8498.29
November,11/7/23,Monday,5983.81
November,11/8/23,Tuesday,9049.99
November,11/9/23,Wednesday,10715.70
November,11/10/23,Thursday,16275.13
November,11/11/23,Friday,7500.99
November,11/12/23,Saturday,11797.88
November,11/13/23,Sunday,15017.89
November,11/14/23,Monday,11957.02
November,11/15/23,Tuesday,16110.68
November,11/16/23,Wednesday,10201.13
November,11/17/23,Thursday,16158.42
November,11/18/23,Friday,8752.92
November,11/19/23,Saturday,20110.50
November,11/20/23,Sunday,13872.05
November,11/21/23,Monday,19617.15
November,11/22/23,Tuesday,21012.31
November,11/23/23,Wednesday,32014.47
November,11/24/23,Thursday,23616.97
November,11/25/23,Friday,11235.57
November,11/26/23,Saturday,0.00
November,11/27/23,Sunday,9638.82
November,11/28/23,Monday,13431.75
November,11/29/23,Tuesday,11336.36
November,11/30/23,Wednesday,10524.72
December,12/1/23,Thursday,6371.06
December,12/2/23,Friday,7028.86
December,12/3/23,Saturday,18763.08
December,12/4/23,Sunday,6312.71
December,12/5/23,Monday,8275.49
December,12/6/23,Tuesday,5437.42
December,12/7/23,Wednesday,5113.83
December,12/8/23,Thursday,10264.79
December,12/9/23,Friday,2944.16
December,12/10/23,Saturday,4609.87
December,12/11/23,Sunday,1835.46
December,12/12/23,Monday,3368.55
December,12/13/23,Tuesday,5840.58
December,12/14/23,Wednesday,3723.97
December,12/15/23,Thursday,8296.71
December,12/16/23,Friday,2615.27
December,12/17/23,Saturday,5310.10
December,12/18/23,Sunday,5585.95
December,12/19/23,Monday,1177.67
December,12/20/23,Tuesday,3665.62
December,12/21/23,Wednesday,7782.14
December,12/22/23,Thursday,5888.33
December,12/23/23,Friday,4355.24
December,12/24/23,Saturday,8832.49
December,12/25/23,Sunday,6535.51
December,12/26/23,Monday,6302.10
December,12/27/23,Tuesday,7973.11
December,12/28/23,Wednesday,159.14
December,12/29/23,Thursday,4540.91
December,12/30/23,Friday,3098.00
December,12/31/23,Saturday,4997.12
January,1/1/24,Sunday,4014.64
January,1/2/24,Monday,4572.75
January,1/3/24,Tuesday,7733.81
January,1/4/24,Wednesday,2818.69
January,1/5/24,Thursday,4216.31
January,1/6/24,Friday,6833.33
January,1/7/24,Saturday,9769.27
January,1/8/24,Sunday,2054.22
January,1/9/24,Monday,4924.5
January,1/10/24,Tuesday,11213.79
January,1/11/24,Wednesday,6838.02
January,1/12/24,Thursday,4169.41
January,1/13/24,Friday,9576.98
January,1/14/24,Saturday,11199.72
January,1/15/24,Sunday,2954.7
January,1/16/24,Monday,7527.45
January,1/17/24,Tuesday,2551.36
January,1/18/24,Wednesday,3681.65
January,1/19/24,Thursday,4136.58
January,1/20/24,Friday,4272.59
January,1/21/24,Saturday,8606.15
January,1/22/24,Sunday,2072.98
January,1/23/24,Monday,4174.1
January,1/24/24,Tuesday,1847.86
January,1/25/24,Wednesday,2387.21
January,1/26/24,Thursday,6392.47
January,1/27/24,Friday,3020.36
January,1/28/24,Saturday,2607.64
January,1/29/24,Sunday,1500.8
January,1/30/24,Monday,2284.03
January,1/31/24,Tuesday,5173.07
February,2/1/24,Wednesday,9501.94
February,2/2/24,Thursday,6847.4
February,2/3/24,Friday,8423.24
February,2/4/24,Saturday,8418.55
February,2/5/24,Sunday,5079.27
February,2/6/24,Monday,10650.99
February,2/7/24,Tuesday,2537.29
February,2/8/24,Wednesday,3906.77
February,2/9/24,Thursday,5970.37
February,2/10/24,Friday,6129.83
February,2/11/24,Saturday,8198.12
February,2/12/24,Sunday,7114.73
February,2/13/24,Monday,5487.3
February,2/14/24,Tuesday,2809.31
February,2/15/24,Wednesday,2687.37
February,2/16/24,Thursday,8817.2
February,2/17/24,Friday,3775.45
February,2/18/24,Saturday,7391.44
February,2/19/24,Sunday,3841.11
February,2/20/24,Monday,11185.65
February,2/21/24,Tuesday,3756.69
February,2/22/24,Wednesday,7020.93
February,2/23/24,Thursday,8109.01
February,2/24/24,Friday,3831.73
February,2/25/24,Saturday,9375.31
February,2/26/24,Sunday,0
February,2/27/24,Monday,7447.72
February,2/28/24,Tuesday,7696.29
March,3/1/24,Wednesday,7077.21
March,3/2/24,Thursday,5304.39
March,3/3/24,Friday,8048.04
March,3/4/24,Saturday,2269.96
March,3/5/24,Sunday,6444.06
March,3/6/24,Monday,6237.7
March,3/7/24,Tuesday,8245.02
March,3/8/24,Wednesday,8962.59
March,3/9/24,Thursday,7339.85
March,3/10/24,Friday,10130.4
March,3/11/24,Saturday,5037.06
March,3/12/24,Sunday,2387.21
March,3/13/24,Monday,4108.44
March,3/14/24,Tuesday,8620.22
March,3/15/24,Wednesday,5557.65
March,3/16/24,Thursday,10350.83
March,3/17/24,Friday,7175.7
March,3/18/24,Saturday,140.7
March,3/19/24,Sunday,9698.92
March,3/20/24,Monday,5740.56
March,3/21/24,Tuesday,2856.21
March,3/22/24,Wednesday,6828.64
March,3/23/24,Thursday,9168.95
March,3/24/24,Friday,3817.66
March,3/25/24,Saturday,6340.88
March,3/26/24,Sunday,4605.58
March,3/27/24,Monday,4483.64
March,3/28/24,Tuesday,6073.55
March,3/29/24,Wednesday,3137.61
March,3/30/24,Thursday,7851.06
March,3/31/24,Friday,6626.97
April,4/1/24,Saturday,4084.99
April,4/2/24,Sunday,5843.74
April,4/3/24,Monday,3311.14
April,4/4/24,Tuesday,6931.82
April,4/5/24,Wednesday,10960.53
April,4/6/24,Thursday,7541.52
April,4/7/24,Friday,10829.21
April,4/8/24,Saturday,2457.56
April,4/9/24,Sunday,2082.36
April,4/10/24,Monday,3156.37
April,4/11/24,Tuesday,5454.47
April,4/12/24,Wednesday,7649.39
April,4/13/24,Thursday,9258.06
April,4/14/24,Friday,9403.45
April,4/15/24,Saturday,42.21
April,4/16/24,Sunday,3376.8
April,4/17/24,Monday,8019.9
April,4/18/24,Tuesday,22338.47
April,4/19/24,Wednesday,9586.36
April,4/20/24,Thursday,5055.82
April,4/21/24,Friday,13497.82
April,4/22/24,Saturday,3780.14
April,4/23/24,Sunday,3939.6
April,4/24/24,Monday,4417.98
April,4/25/24,Tuesday,12958.47
April,4/26/24,Wednesday,6040.72
April,4/27/24,Thursday,7119.42
April,4/28/24,Friday,6908.37
April,4/29/24,Saturday,4779.11
April,4/30/24,Sunday,6167.35
May,5/1/24,Monday,3902.08
May,5/2/24,Tuesday,6673.87
May,5/3/24,Wednesday,10186.68
May,5/4/24,Thursday,5440.4
May,5/5/24,Friday,9140.81
May,5/6/24,Saturday,2692.06
May,5/7/24,Sunday,5632.69
May,5/8/24,Monday,7738.5
May,5/9/24,Tuesday,7152.25
May,5/10/24,Wednesday,2832.76
May,5/11/24,Thursday,10454.01
May,5/12/24,Friday,11560.85
May,5/13/24,Saturday,3676.96
May,5/14/24,Sunday,8554.56
May,5/15/24,Monday,6233.01
May,5/16/24,Tuesday,6322.12
May,5/17/24,Wednesday,6922.44
May,5/18/24,Thursday,5140.24
May,5/19/24,Friday,7518.07
May,5/20/24,Saturday,8442
May,5/21/24,Sunday,6261.15
May,5/22/24,Monday,4553.99
May,5/23/24,Tuesday,9159.57
May,5/24/24,Wednesday,5440.4
May,5/25/24,Thursday,3859.87
May,5/26/24,Friday,16508.8
May,5/27/24,Saturday,961.45
May,5/28/24,Sunday,6115.76
May,5/29/24,Monday,6570.69
May,5/30/24,Tuesday,1936.97
May,5/31/24,Wednesday,2964.08
June,6/1/24,Thursday,8690.57
June,6/2/24,Friday,14539
June,6/3/24,Saturday,1716.54
June,6/4/24,Sunday,7902.65
June,6/5/24,Monday,7508.69
June,6/6/24,Tuesday,6884.92
June,6/7/24,Wednesday,9239.3
June,6/8/24,Thursday,10482.15
June,6/9/24,Friday,9820.86
June,6/10/24,Saturday,3475.29
June,6/11/24,Sunday,7396.13
June,6/12/24,Monday,9928.73
June,6/13/24,Tuesday,13521.27
June,6/14/24,Wednesday,9248.68
June,6/15/24,Thursday,7715.05
June,6/16/24,Friday,7222.6
June,6/17/24,Saturday,2429.42
June,6/18/24,Sunday,6622.28
June,6/19/24,Monday,6974.03
June,6/20/24,Tuesday,4328.87
June,6/21/24,Wednesday,12362.84
June,6/22/24,Thursday,12817.77
June,6/23/24,Friday,10533.74
June,6/24/24,Saturday,3015.67
June,6/25/24,Sunday,7700.98
June,6/26/24,Monday,7424.27
June,6/27/24,Tuesday,11129.37
June,6/28/24,Wednesday,11284.14
June,6/29/24,Thursday,13718.25
June,6/30/24,Friday,7550.9
July,7/1/24,Saturday,3189.2
July,7/2/24,Sunday,6748.91
July,7/3/24,Monday,7776.02
July,7/4/24,Tuesday,6781.74
July,7/5/24,Wednesday,5355.98
July,7/6/24,Thursday,9595.74
July,7/7/24,Friday,8587.39
July,7/8/24,Saturday,2738.96
July,7/9/24,Sunday,5257.49
July,7/10/24,Monday,7569.66
July,7/11/24,Tuesday,3325.21
July,7/12/24,Wednesday,6702.01
July,7/13/24,Thursday,9642.64
July,7/14/24,Friday,17981.46
July,7/15/24,Saturday,4267.9
July,7/16/24,Sunday,5454.47
July,7/17/24,Monday,3334.59
July,7/18/24,Tuesday,6852.09
July,7/19/24,Wednesday,7710.36
July,7/20/24,Thursday,4399.22
July,7/21/24,Friday,6251.77
July,7/22/24,Saturday,1969.8
July,7/23/24,Sunday,2931.25
July,7/24/24,Monday,6003.2
July,7/25/24,Tuesday,4188.17
July,7/26/24,Wednesday,4732.21
July,7/27/24,Thursday,4713.45
July,7/28/24,Friday,4727.52
July,7/29/24,Saturday,5060.51
July,7/30/24,Sunday,7935.48
July,7/31/24,Monday,5022.99
August,8/1/24,Tuesday,7208.53
August,8/2/24,Wednesday,9572.29
August,8/3/24,Thursday,7180.39
August,8/4/24,Friday,5435.71
August,8/5/24,Saturday,2424.73
August,8/6/24,Sunday,5975.06
August,8/7/24,Monday,4582.13
August,8/8/24,Tuesday,5487.3
August,8/9/24,Wednesday,4174.1
August,8/10/24,Thursday,8507.66
August,8/11/24,Friday,11785.97
August,8/12/24,Saturday,3503.43
August,8/13/24,Sunday,10552.5
August,8/14/24,Monday,4783.8
August,8/15/24,Tuesday,3662.89
August,8/16/24,Wednesday,7640.01
August,8/17/24,Thursday,5524.82
August,8/18/24,Friday,12845.91
August,8/19/24,Saturday,1786.89
August,8/20/24,Sunday,3437.77
August,8/21/24,Monday,4863.53
August,8/22/24,Tuesday,5215.28
August,8/23/24,Wednesday,3090.71
August,8/24/24,Thursday,6003.2
August,8/25/24,Friday,10561.88
August,8/26/24,Saturday,-243.88
August,8/27/24,Sunday,4661.86
August,8/28/24,Monday,6115.76
August,8/29/24,Tuesday,7006.86
August,8/30/24,Wednesday,3193.89
August,8/31/24,Thursday,7649.39
September,9/1/24,Friday,9314.34
September,9/2/24,Saturday,2119.88
September,9/3/24,Sunday,5717.11
September,9/4/24,Monday,1322.58
September,9/5/24,Tuesday,16433.76
September,9/6/24,Wednesday,4174.1
September,9/7/24,Thursday,5660.83
September,9/8/24,Friday,3465.91
September,9/9/24,Saturday,3662.89
September,9/10/24,Sunday,6852.09
September,9/11/24,Monday,3508.12
September,9/12/24,Tuesday,4366.39
September,9/13/24,Wednesday,5440.4
September,9/14/24,Thursday,6823.95
September,9/15/24,Friday,4145.96
September,9/16/24,Saturday,3057.88
September,9/17/24,Sunday,5177.76
September,9/18/24,Monday,5449.78
September,9/19/24,Tuesday,7217.91
September,9/20/24,Wednesday,5491.99
September,9/21/24,Thursday,9286.2
September,9/22/24,Friday,6157.97
September,9/23/24,Saturday,886.41
September,9/24/24,Sunday,6303.36
September,9/25/24,Monday,4497.71
September,9/26/24,Tuesday,2617.02
September,9/27/24,Wednesday,7785.4
September,9/28/24,Thursday,3283
September,9/29/24,Friday,8582.7
September,9/30/24,Saturday,1603.98
October,10/1/24,Sunday,3714.48
October,10/2/24,Monday,2513.84
October,10/3/24,Tuesday,12639.55
October,10/4/24,Wednesday,6997.48
October,10/5/24,Thursday,7199.15
October,10/6/24,Friday,10158.54
October,10/7/24,Saturday,1847.86
October,10/8/24,Sunday,3555.02
October,10/9/24,Monday,5276.25
October,10/10/24,Tuesday,3419.01
October,10/11/24,Wednesday,7841.68
October,10/12/24,Thursday,5595.17
October,10/13/24,Friday,4633.72
October,10/14/24,Saturday,6697.32
October,10/15/24,Sunday,6978.72
October,10/16/24,Monday,2626.4
October,10/17/24,Tuesday,1270.99
October,10/18/24,Wednesday,1997.94
October,10/19/24,Thursday,6594.14
October,10/20/24,Friday,11129.37
October,10/21/24,Saturday,4877.6
October,10/22/24,Sunday,5219.97
October,10/23/24,Monday,839.51
October,10/24/24,Tuesday,6809.88
October,10/25/24,Wednesday,0
October,10/26/24,Thursday,9656.71
October,10/27/24,Friday,5022.99
October,10/28/24,Saturday,6289.29
October,10/29/24,Sunday,6922.44
October,10/30/24,Monday,7780.71
October,10/31/24,Tuesday,7546.21
November,11/1/24,Wednesday,11762.52
November,11/2/24,Thursday,10899.56
November,11/3/24,Friday,15017.38
November,11/4/24,Saturday,9867.76
November,11/5/24,Sunday,8765.61
November,11/6/24,Monday,10993.36
November,11/7/24,Tuesday,16724.54
November,11/8/24,Wednesday,8714.02
November,11/9/24,Thursday,9459.73
November,11/10/24,Friday,18539.57
November,11/11/24,Saturday,8704.64
November,11/12/24,Sunday,18975.74
November,11/13/24,Monday,14009.03
November,11/14/24,Tuesday,17043.46
November,11/15/24,Wednesday,14276.36
November,11/16/24,Thursday,20626.62
November,11/17/24,Friday,24688.16
November,11/18/24,Saturday,12541.06
November,11/19/24,Sunday,36572.62
November,11/20/24,Monday,15894.41
November,11/21/24,Tuesday,0
November,11/22/24,Wednesday,8502.97
November,11/23/24,Thursday,7166.32
November,11/24/24,Friday,12606.72
November,11/25/24,Saturday,6312.74
November,11/26/24,Sunday,7044.38
November,11/27/24,Monday,6636.35
November,11/28/24,Tuesday,18220.65
November,11/29/24,Wednesday,10810.45
November,11/30/24,Thursday,9970.94
December,12/1/24,Friday,6730.15
December,12/2/24,Saturday,4446.12
December,12/3/24,Sunday,8352.89
December,12/4/24,Monday,7555.59
December,12/5/24,Tuesday,2837.45
December,12/6/24,Wednesday,7307.02
December,12/7/24,Thursday,11363.87
December,12/8/24,Friday,8113.7
December,12/9/24,Saturday,4497.71
December,12/10/24,Sunday,1027.11
December,12/11/24,Monday,6795.81
December,12/12/24,Tuesday,3311.14
December,12/13/24,Wednesday,7100.66
December,12/14/24,Thursday,4310.11
December,12/15/24,Friday,8535.8
December,12/16/24,Saturday,3268.93
December,12/17/24,Sunday,7504
December,12/18/24,Monday,4117.82
December,12/19/24,Tuesday,6861.47
December,12/20/24,Wednesday,4774.42
December,12/21/24,Thursday,3212.65
December,12/22/24,Friday,7400.82
December,12/23/24,Saturday,3025.05
December,12/24/24,Sunday,3390.87
December,12/25/24,Monday,7508.69
December,12/26/24,Tuesday,4816.63
December,12/27/24,Wednesday,4807.25
December,12/28/24,Thursday,4042.78
December,12/29/24,Friday,9647.33
December,12/30/24,Saturday,20471.85
December,12/31/24,Sunday,5740.5
January,1/1/25,Monday,2671.40
January,1/2/25,Tuesday,8088.20
January,1/3/25,Wednesday,6519.40
January,1/4/25,Thursday,1650.20
January,1/5/25,Friday,8006.80
January,1/6/25,Saturday,9634.80
January,1/7/25,Sunday,15880.40
January,1/8/25,Monday,2797.20
January,1/9/25,Tuesday,4373.40
January,1/10/25,Wednesday,8162.20
January,1/11/25,Thursday,8621.00
January,1/12/25,Friday,4706.40
January,1/13/25,Saturday,11736.40
January,1/14/25,Sunday,10848.40
January,1/15/25,Monday,5276.20
January,1/16/25,Tuesday,11240.60
January,1/17/25,Wednesday,7185.40
January,1/18/25,Thursday,3796.20
January,1/19/25,Friday,4647.20
January,1/20/25,Saturday,5572.20
January,1/21/25,Sunday,6882.00
January,1/22/25,Monday,4684.20
January,1/23/25,Tuesday,5557.40
January,1/24/25,Wednesday,2064.60
January,1/25/25,Thursday,10892.80
January,1/26/25,Friday,3322.60
January,1/27/25,Saturday,13068.40
January,1/28/25,Sunday,11418.20
January,1/29/25,Monday,5424.20
January,1/30/25,Tuesday,4366.00
January,1/31/25,Wednesday,4173.60
February,2/1/25,Thursday,11706.80
February,2/2/25,Friday,8783.80
February,2/3/25,Saturday,17959.80
February,2/4/25,Sunday,13490.20
February,2/5/25,Monday,5764.60
February,2/6/25,Tuesday,7844.00
February,2/7/25,Wednesday,11329.40
February,2/8/25,Thursday,4447.40
February,2/9/25,Friday,5646.20
February,2/10/25,Saturday,5801.60
February,2/11/25,Sunday,12276.60
February,2/12/25,Monday,7059.60
February,2/13/25,Tuesday,4617.60
February,2/14/25,Wednesday,7229.80
February,2/15/25,Thursday,12580.00
February,2/16/25,Friday,9146.40
February,2/17/25,Saturday,17086.60
February,2/18/25,Sunday,11995.40
February,2/19/25,Monday,8924.40
February,2/20/25,Tuesday,4240.20
February,2/21/25,Wednesday,12261.80
February,2/22/25,Thursday,7385.20
February,2/23/25,Friday,10152.80
February,2/24/25,Saturday,7710.80
February,2/25/25,Sunday,11891.80
February,2/26/25,Monday,10086.20
February,2/27/25,Tuesday,7466.60
February,2/28/25,Wednesday,7910.60
March,3/1/25,Thursday,5705.40
March,3/2/25,Friday,9760.60
March,3/3/25,Saturday,15532.60
March,3/4/25,Sunday,9649.60
March,3/5/25,Monday,3537.20
March,3/6/25,Tuesday,1531.80
March,3/7/25,Wednesday,3966.40
March,3/8/25,Thursday,7222.40
March,3/9/25,Friday,3152.40
March,3/10/25,Saturday,8998.40
March,3/11/25,Sunday,14696.40
March,3/12/25,Monday,3433.60
March,3/13/25,Tuesday,6371.40
March,3/14/25,Wednesday,6142.00
March,3/15/25,Thursday,8806.00
March,3/16/25,Friday,10108.40
March,3/17/25,Saturday,12846.40
March,3/18/25,Sunday,11625.40
March,3/19/25,Monday,0.00
March,3/20/25,Tuesday,5106.00
March,3/21/25,Wednesday,9294.40
March,3/22/25,Thursday,3959.00
March,3/23/25,Friday,5594.40
March,3/24/25,Saturday,11166.60
March,3/25/25,Sunday,9472.00
March,3/26/25,Monday,1924.00
March,3/27/25,Tuesday,8258.40
March,3/28/25,Wednesday,13349.60
March,3/29/25,Thursday,12587.40
March,3/30/25,Friday,14104.40
March,3/31/25,Saturday,11026.00
April,4/1/25,Sunday,15739.80
April,4/2/25,Monday,8125.20
April,4/3/25,Tuesday,14348.60
April,4/4/25,Wednesday,9871.60
April,4/5/25,Thursday,10471.00
April,4/6/25,Friday,7873.60
April,4/7/25,Saturday,19069.80
April,4/8/25,Sunday,17856.20
April,4/9/25,Monday,5320.60
April,4/10/25,Tuesday,8584.00
April,4/11/25,Wednesday,9886.40
April,4/12/25,Thursday,3922.00
April,4/13/25,Friday,20697.80
April,4/14/25,Saturday,8066.00
April,4/15/25,Sunday,24619.80
April,4/16/25,Monday,4077.40
April,4/17/25,Tuesday,8384.20
April,4/18/25,Wednesday,11262.80
April,4/19/25,Thursday,10537.60
April,4/20/25,Friday,13978.60
April,4/21/25,Saturday,9494.20
April,4/22/25,Sunday,16006.20
April,4/23/25,Monday,6711.80
April,4/24/25,Tuesday,7348.20
April,4/25/25,Wednesday,11151.80
April,4/26/25,Thursday,14060.00
April,4/27/25,Friday,18685.00
April,4/28/25,Saturday,17456.60
April,4/29/25,Sunday,17811.80
April,4/30/25,Monday,9990.00
May,5/1/25,Tuesday,13416.20
May,5/2/25,Wednesday,13601.20
May,5/3/25,Thursday,8961.40
May,5/4/25,Friday,11092.60
May,5/5/25,Saturday,17959.80
May,5/6/25,Sunday,9109.40
May,5/7/25,Monday,10833.60
May,5/8/25,Tuesday,5875.60
May,5/9/25,Wednesday,10796.60
May,5/10/25,Thursday,15858.20
May,5/11/25,Friday,12528.20
May,5/12/25,Saturday,13179.40
May,5/13/25,Sunday,10485.80
May,5/14/25,Monday,2294.00
May,5/15/25,Tuesday,13223.80
May,5/16/25,Wednesday,10441.40
May,5/17/25,Thursday,10323.00
May,5/18/25,Friday,16368.80
May,5/19/25,Saturday,12883.40
May,5/20/25,Sunday,14363.40
May,5/21/25,Monday,1657.60
May,5/22/25,Tuesday,5557.40
